Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
AXTA,Axalta Coating Systems Ltd.,24.03,$5.65B,2014,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta,
AXS,Axis Capital Holdings Limited,40.84,$3.44B,2003,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs,
AX,"Axos Financial, Inc.",20.61,$1.23B,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax,
AZUL,Azul S.A.,12.07,$1.37B,2017,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul,
AZRE,Azure Power Global Limited,18.01,$858.19M,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre,
AZZ,AZZ Inc.,32.24,$844.53M,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz,
BGS,"B&G Foods, Inc.",26.1,$1.67B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bgs,
BMRG,B. Riley Principal Merger Corp. II,10.6,$245.72M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/bmrg,
BW,Babcock,2.38,$117.36M,2015,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw,
BGH,Babson Global Short Duration High Yield Fund,12.64,$253.53M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgh,
BMI,"Badger Meter, Inc.",62.3,$1.81B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi,
BCSF,"Bain Capital Specialty Finance, Inc.",10,$645.62M,2018,n/a,n/a,https://old.nasdaq.com/symbol/bcsf,
BKR,Baker Hughes Company,15.27,$15.77B,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr,
BBN,BalckRock Taxable Municipal Bond Trust,25.65,$1.47B,2010,n/a,n/a,https://old.nasdaq.com/symbol/bbn,
BLL,Ball Corporation,70.29,$22.91B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/bll,
BANC,"Banc of California, Inc.",10,$501.58M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banc,
BBAR,Banco BBVA Argentina S.A.,4.11,$839.41M,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar,
BBVA,Banco Bilbao Viscaya Argentaria S.A.,3.63,$24.16B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva,
BBD,Banco Bradesco Sa,4.13,$36.49B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd,
BBDO,Banco Bradesco Sa,3.85,$34.02B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo,
BCH,Banco De Chile,18.14,$9.16B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",11.25,$445.66M,1992,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx,
BSBR,Banco Santander Brasil SA,5.51,$41.11B,2009,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsbr,
BSAC,Banco Santander Chile,16.2,$7.63B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsac,
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",3.31,$4.49B,2012,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsmx,
SAN,"Banco Santander, S.A.",2.49,$41.36B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san,
CIB,BanColombia S.A.,26.58,$6.39B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cib,
BXS,BancorpSouth Bank,21.37,$2.19B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs,
BAC,Bank of America Corporation,23.22,$201.45B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bac,
BOH,Bank of Hawaii Corporation,57.33,$2.29B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/boh,
BMO,Bank Of Montreal,54.94,$35.14B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo,
NTB,Bank of N.T. Butterfield & Son Limited (The),24.63,$1.25B,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ntb,
BNS,Bank of Nova Scotia (The),41.67,$50.48B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bns,
BKU,"BankUnited, Inc.",17.91,$1.65B,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bku,
BCS,Barclays PLC,5.78,$25.06B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs,
BBDC,"Barings BDC, Inc.",7.54,$361.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbdc,
MCI,Barings Corporate Investors,13.35,$270.49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mci,
MPV,Barings Participation Investors,12.46,$132.1M,1988,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv,
BNED,"Barnes & Noble Education, Inc",2.51,$121.7M,2015,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bned,
B,"Barnes Group, Inc.",39.77,$2.01B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b,
GOLD,Barrick Gold Corporation,27.34,$48.61B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gold,
BHC,Bausch Health Companies Inc.,18.06,$6.41B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc,
BAX,Baxter International Inc.,87.56,$44.55B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax,
BTE,Baytex Energy Corp,0.5059,$283.56M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bte,
BBX,BBX Capital Corporation,2.83,$273.3M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/bbx,
BCE,"BCE, Inc.",42.44,$38.38B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce,
BZH,"Beazer Homes USA, Inc.",11.07,$343.47M,1994,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh,
BDX,"Becton, Dickinson and Company",266.98,$78.73B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx,
BDC,Belden Inc,33.85,$1.51B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc,
BRBR,"BellRing Brands, Inc.",20.52,$809.07M,2019,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/brbr,
BHE,"Benchmark Electronics, Inc.",20.52,$747.25M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe,
BHLB,"Berkshire Hills Bancorp, Inc.",9.9,$496.84M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/bhlb,
BERY,"Berry Global Group, Inc.",47.38,$6.28B,2012,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery,
BBY,"Best Buy Co., Inc.",87.96,$22.72B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby,
BEST,BEST Inc.,4.46,$1.74B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best,
BGSF,BG Staffing Inc,9.83,$101.32M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/bgsf,
BHP,BHP Group Limited,53.84,$136.16B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp,
BBL,BHP Group Plc,45.16,$114.19B,n/a,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl,
BIG,"Big Lots, Inc.",36.13,$1.42B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/big,
BH,Biglari Holdings Inc.,63.56,$197.22M,2018,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bh,
BILL,"Bill.com Holdings, Inc.",82.9,$6.52B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bill,
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,72.74,$4.26B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn,
BIO,"Bio-Rad Laboratories, Inc.",516.7,$15.32B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio,
BITA,Bitauto Holdings Limited,15.82,$1.12B,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/bita,
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",39.7,$5.5B,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/bj,
BKH,Black Hills Corporation,60.8,$3.82B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh,
BKI,"Black Knight, Inc.",71.53,$11.23B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki,
BSM,"Black Stone Minerals, L.P.",6.39,$1.32B,2015,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm,
BB,BlackBerry Limited,4.8,$2.67B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb,
BGIO,BlackRock 2022 Global Income Opportunity Trust,8.328,$184.44M,2017,n/a,n/a,https://old.nasdaq.com/symbol/bgio,
BFZ,BlackRock California Municipal Income Trust,13.39,$424.17M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bfz,
CII,Blackrock Capital and Income Strategies Fund Inc,14.82,$653.88M,2004,n/a,n/a,https://old.nasdaq.com/symbol/cii,
BHK,Blackrock Core Bond Trust,15.73,$848.4M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bhk,
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.42,$1.27B,2003,n/a,n/a,https://old.nasdaq.com/symbol/hyt,
BTZ,BlackRock Credit Allocation Income Trust,13.6,$1.27B,2006,n/a,n/a,https://old.nasdaq.com/symbol/btz,
DSU,"Blackrock Debt Strategies Fund, Inc.",9.48,$443.84M,1998,n/a,n/a,https://old.nasdaq.com/symbol/dsu,
BGR,BlackRock Energy and Resources Trust,7.06,$210.57M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgr,
BDJ,Blackrock Enhanced Equity Dividend Trust,7.42,$1.39B,2005,n/a,n/a,https://old.nasdaq.com/symbol/bdj,
EGF,"Blackrock Enhanced Government Fund, Inc",13.23,$62.64M,2005,n/a,n/a,https://old.nasdaq.com/symbol/egf,
FRA,Blackrock Floating Rate Income Strategies Fund Inc,11.17,$400.25M,2003,n/a,n/a,https://old.nasdaq.com/symbol/fra,
BFO,Blackrock Florida Municipal 2020 Term Trust,14.75,$78.48M,2003,n/a,n/a,https://old.nasdaq.com/symbol/bfo,
BGT,Blackrock Global,10.97,$249.01M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgt,
BOE,Blackrock Global,9.62,$626.85M,2005,n/a,n/a,https://old.nasdaq.com/symbol/boe,
BME,Blackrock Health Sciences Trust,43.66,$496.61M,2005,n/a,n/a,https://old.nasdaq.com/symbol/bme,
BAF,BlackRock Income Investment Quality Trust,14.26,$124.77M,2002,n/a,n/a,https://old.nasdaq.com/symbol/baf,
BKT,BlackRock Income Trust Inc. (The),6.14,$391.71M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bkt,
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.3,$557.8M,2007,n/a,n/a,https://old.nasdaq.com/symbol/bgy,
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),15.96,$274.29M,1993,n/a,n/a,https://old.nasdaq.com/symbol/bkn,
BTA,BlackRock Long-Term Municipal Advantage Trust,12.43,$166.89M,2006,n/a,n/a,https://old.nasdaq.com/symbol/bta,
BZM,BlackRock Maryland Municipal Bond Trust,13.9,$28.94M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bzm,
MHE,BlackRock Massachusetts Tax-Exempt Trust,13.25,$31.42M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mhe,
BIT,BlackRock Multi-Sector Income Trust,14.94,$560.81M,2013,n/a,n/a,https://old.nasdaq.com/symbol/bit,
MUI,Blackrock Muni Intermediate Duration Fund Inc,13.94,$533.85M,2003,n/a,n/a,https://old.nasdaq.com/symbol/mui,
MUA,"Blackrock MuniAssets Fund, Inc.",14.07,$508.08M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mua,
BKK,Blackrock Municipal 2020 Term Trust,15.03,$304.16M,2003,n/a,n/a,https://old.nasdaq.com/symbol/bkk,
BBK,Blackrock Municipal Bond Trust,15.87,$167M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bbk,
BBF,BlackRock Municipal Income Investment Trust,13.13,$134.35M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbf,
BYM,Blackrock Municipal Income Quality Trust,14.12,$372.88M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bym,
BFK,BlackRock Municipal Income Trust,14.23,$637.95M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfk,
BLE,BlackRock Municipal Income Trust II,15.4,$362.58M,2002,n/a,n/a,https://old.nasdaq.com/symbol/ble,
BTT,BlackRock Municipal Target Term Trust Inc. (The),24.3,$1.71B,2012,n/a,n/a,https://old.nasdaq.com/symbol/btt,
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.43,$339.26M,1989,n/a,n/a,https://old.nasdaq.com/symbol/men,
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",14.26,$584.7M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muc,
MUH,"Blackrock MuniHoldings Fund II, Inc.",14.755,$167.27M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muh,
MHD,"Blackrock MuniHoldings Fund, Inc.",15.49,$220.11M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mhd,
MFL,Blackrock MuniHoldings Investment Quality Fund,13.39,$507.43M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mfl,
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",13.86,$417.93M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muj,
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.41,$417.48M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mhn,
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.77,$287.59M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mue,
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",12.74,$165.85M,1998,n/a,n/a,https://old.nasdaq.com/symbol/mus,
MVT,"Blackrock MuniVest Fund II, Inc.",13.86,$295.77M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mvt,
MYC,"Blackrock MuniYield California Fund, Inc.",14.11,$302.23M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myc,
MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.4,$495.44M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mca,
MYD,"Blackrock MuniYield Fund, Inc.",13.915,$652.89M,1991,n/a,n/a,https://old.nasdaq.com/symbol/myd,
MYF,Blackrock MuniYield Investment Fund,13.61,$186.65M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myf,
MFT,Blackrock MuniYield Investment QualityFund,13.59,$115.23M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mft,
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.89,$409.89M,1992,n/a,n/a,https://old.nasdaq.com/symbol/miy,
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",13.97,$337.49M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myj,
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",12.74,$504.33M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myn,
MPA,Blackrock MuniYield Pennsylvania Quality Fund,13.78,$183.58M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mpa,
MQT,"Blackrock MuniYield Quality Fund II, Inc.",13.05,$294.38M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mqt,
MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.38,$911.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/myi,
MQY,"Blackrock MuniYield Quality Fund, Inc.",15.55,$477.58M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mqy,
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,13.79,$178.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bny,
BQH,Blackrock New York Municipal Bond Trust,15.91,$44.55M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bqh,
BSE,Blackrock New York Municipal Income Quality Trust,13.37,$87.17M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bse,
BFY,BlackRock New York Municipal Income Trust II,14.05,$70.32M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bfy,
BCX,BlackRock Resources,6.29,$569.64M,2011,n/a,n/a,https://old.nasdaq.com/symbol/bcx,
BST,BlackRock Science and Technology Trust,38.65,$926.08M,2014,n/a,n/a,https://old.nasdaq.com/symbol/bst,
BSTZ,BlackRock Science and Technology Trust II,23.44,$1.83B,2019,n/a,n/a,https://old.nasdaq.com/symbol/bstz,
BSD,BlackRock Strategic Municipal Trust Inc. (The),13.8,$100.85M,1999,n/a,n/a,https://old.nasdaq.com/symbol/bsd,
BUI,"BlackRock Utility, Infrastructure & Power Opportun",21.29,$377.57M,2011,n/a,n/a,https://old.nasdaq.com/symbol/bui,
BHV,BlackRock Virginia Municipal Bond Trust,15.38,$24.73M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bhv,
BLK,"BlackRock, Inc.",587.72,$89.11B,1999,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/blk,
BGB,Blackstone / GSO Strategic Credit Fund,11.32,$505.6M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgb,
BGX,Blackstone GSO Long Short Credit Income Fund,12.06,$153.26M,2011,n/a,n/a,https://old.nasdaq.com/symbol/bgx,
BSL,Blackstone GSO Senior Floating Rate Term Fund,12.84,$196.27M,2010,n/a,n/a,https://old.nasdaq.com/symbol/bsl,
BE,Bloom Energy Corporation,16.99,$2.13B,2018,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/be,
APRN,"Blue Apron Holdings, Inc.",13.09,$175.16M,2017,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/aprn,
BXG,Bluegreen Vacations Corporation,5.45,$395.04M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/bxg,
BXC,BlueLinx Holdings Inc.,11.58,$108.49M,2004,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/bxc,
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund,7.9,$118.21M,2017,n/a,n/a,https://old.nasdaq.com/symbol/dcf,
DHF,BNY Mellon High Yield Strategies Fund,2.62,$190.49M,1998,n/a,n/a,https://old.nasdaq.com/symbol/dhf,
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc",13.38,$246.03M,2013,n/a,n/a,https://old.nasdaq.com/symbol/dmb,
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",7.51,$371.16M,1989,n/a,n/a,https://old.nasdaq.com/symbol/dsm,
LEO,"BNY Mellon Strategic Municipals, Inc.",8.14,$506.39M,1987,n/a,n/a,https://old.nasdaq.com/symbol/leo,
BA,Boeing Company (The),175.66,$99.13B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/ba,
BCC,"Boise Cascade, L.L.C.",44.58,$1.75B,2013,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bcc,
BCEI,"Bonanza Creek Energy, Inc.",17.33,$359.99M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bcei,
BOOT,"Boot Barn Holdings, Inc.",19.29,$555.74M,2014,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/boot,
BAH,Booz Allen Hamilton Holding Corporation,72.25,$9.98B,2010,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/bah,
BWA,BorgWarner Inc.,37.49,$7.77B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/bwa,
BORR,Borr Drilling Limited,0.9634,$151.23M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/borr,
SAM,"Boston Beer Company, Inc. (The)",643.58,$7.84B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/sam,
BXP,"Boston Properties, Inc.",93.07,$14.46B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxp,
BSX,Boston Scientific Corporation,37.71,$53.88B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bsx,
BOX,"Box, Inc.",18.47,$2.83B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/box,
BYD,Boyd Gaming Corporation,21.03,$2.34B,1993,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/byd,
BPMP,BP Midstream Partners LP,10.9,$1.14B,2017,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/bpmp,
BP,BP p.l.c.,23.25,$78.52B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/bp,
BPT,BP Prudhoe Bay Royalty Trust,3.05,$65.27M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/bpt,
BRC,Brady Corporation,47.22,$2.45B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/brc,
BHR,Braemar Hotels & Resorts Inc.,2.66,$89.2M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bhr,
BDN,Brandywine Realty Trust,10.66,$1.82B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bdn,
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,12.33,$258.8M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bwg,
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.1,$243.3M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/lnd,
BAK,Braskem S.A.,9.38,$3.73B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bak,
BRFS,BRF S.A.,3.85,$3.11B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/brfs,
BGG,Briggs & Stratton Corporation,0.7768,$32.98M,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bgg,
MNRL,"Brigham Minerals, Inc.",11.39,$648.2M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mnrl,
BFAM,Bright Horizons Family Solutions Inc.,115.92,$6.99B,2013,Miscellaneous,Other Consumer Services,https://old.nasdaq.com/symbol/bfam,
BEDU,Bright Scholar Education Holdings Limited,8.09,$975.24M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/bedu,
BSIG,BrightSphere Investment Group Inc.,12.35,$990.99M,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/bsig,
BV,"BrightView Holdings, Inc.",11.95,$1.25B,2018,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bv,
EAT,"Brinker International, Inc.",24.3,$1.09B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/eat,
BCO,Brink&#39;s Company (The),40.17,$2.03B,n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/bco,
BMY,Bristol-Myers Squibb Company,60.39,$136.64B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bmy,
VTOL,"Bristow Group, Inc.",15.18,$468.8M,n/a,Transportation,Transportation Services,https://old.nasdaq.com/symbol/vtol,
